Genus_&_Specie,Time_(Ma),Location,Zone,Current_Country,Habitat,Cranial_Capacity_(cm³),Height_(cm),Incisor_Size,Jaw_Shape,Torus_Supraorbital,Prognathism,Foramen_Mágnum_Position,Canine Size,Canines_Shape,Tooth_Enamel,Tecno,Tecno_type,biped,Arms,Foots,Diet,Sexual_Dimorphism,Hip,Vertical_Front,Anatomy,Migrated,Skeleton,Cranial_Capacity_normalized,Height_normalized,Time_years,full_address,Latitude,Longitude
Homo Naledi,0.25018875,Africa,south,South Africa,jungle,426.77626,130.99233,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.29465410485700444,0.7081376538025841,250188.75000000003,South Africa,-28.8166236,24.991639
Homo Erectus,1.67722442,Asia ,west,Indonesia,savannah,1012.49944,164.42499,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.6990480589558058,0.8888728572513623,1677224.42,Indonesia,-2.4833826,117.8902853
Paranthropus Boisei,2.3153957,Africa,oriental,Ethiopia,forest,446.78738,107.37088,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.3084701466649206,0.5804413361447864,2315395.6999999997,Ethiopia,10.2116702,38.6521203
Paranthropus Boisei,2.20161669,Africa,oriental,Ethiopia,forest,552.42719,115.61916,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.3814057960208947,0.6250311044702049,2201616.69,Ethiopia,10.2116702,38.6521203
"Homo Neanderthalensis
",0.82254011,Europa,central,Germany,cold forest,1234.11359,157.24928,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust,0.8520545054528436,0.8500813459944228,822540.1100000001,Germany,51.1638175,10.4478313
Australopithecus Sediba,1.9849623,Africa,south,South Africa,mixed,528.96443,113.8814,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light,0.3652066790754612,0.615636865209998,1984962.3,South Africa,-28.8166236,24.991639
Australopithecus Bahrelghazali,4.05958369,Africa,central,Republic of Chad,mixed,365.59162,120.54804,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light,0.2524111147473904,0.6516763707928552,4059583.6900000004,Republic of Chad,15.6134137,19.0156172
Homo Sapiens,0.0938733,Africa,oriental,Kenya,savannah,1196.38137,161.64459,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined,0.8260034933642904,0.8738421609301905,93873.3,Kenya,1.4419683,38.4313975
Homo Georgicus,2.41198879,Asia ,west,Georgia,savannah,730.24385,146.23994,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.504173657525099,0.7905654323717324,2411988.79,Georgia,32.3293809,-83.1137366
Homo Georgicus,1.62976622,Asia ,west,Georgia,savannah,618.69289,158.66418,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.4271568425205824,0.8577302210573006,1629766.22,Georgia,32.3293809,-83.1137366
"Homo Neanderthalensis
",0.26648778,Europa,central,Germany,cold forest,965.56854,166.84458,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust,0.6666461106149266,0.9019530336690518,266487.78,Germany,51.1638175,10.4478313
Paranthropus Robustus,2.0672623,Africa,south,South Africa,jungle,517.91112,111.66583,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.35757527248373333,0.6036596101933465,2067262.2999999998,South Africa,-28.8166236,24.991639
Paranthropus Aethiopicus,2.43425117,Africa,oriental,Kenya,forest-savanna,507.96093,105.40022,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.35070548003649854,0.5697880517208618,2434251.17,Kenya,1.4419683,38.4313975
Homo Erectus,1.39757631,Asia ,west,Indonesia,savannah,1109.10023,168.00176,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.7657430042321186,0.9082086879522243,1397576.31,Indonesia,-2.4833826,117.8902853
Paranthropus Aethiopicus,2.95217637,Africa,oriental,Kenya,forest-savanna,560.24273,110.12206,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.3868017872193604,0.5953140706811413,2952176.37,Kenya,1.4419683,38.4313975
hominino Ardipithecus ramidus / kabadda,4.47760104,Africa,oriental,Ethiopia,mixed,235.85648,116.60129,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light,0.16283961059390692,0.6303404476502915,4477601.04,Ethiopia,10.2116702,38.6521203
Homo Habilis,3.03118305,Africa,oriental,Ethiopia,savannah,659.48329,127.53928,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust,0.4553192777946512,0.6894706469216239,3031183.0500000003,Ethiopia,10.2116702,38.6521203
Homo Erectus,1.56730654,Asia ,west,Indonesia,savannah,1001.28817,155.88466,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.6913075939023837,0.8427042819698948,1567306.5399999998,Indonesia,-2.4833826,117.8902853
Homo Habilis,2.46647199,Africa,oriental,Ethiopia,savannah,789.84902,138.667,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust,0.5453261527721392,0.7496265166047731,2466471.99,Ethiopia,10.2116702,38.6521203
Homo Erectus,1.8524547,Asia ,west,Indonesia,savannah,1053.94289,161.49828,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.7276613718470524,0.8730512167571397,1852454.7,Indonesia,-2.4833826,117.8902853
Homo Heidelbergensis,1.16703422,Europa,central,Germany,cold forest,1224.96776,169.06926,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust,0.8457400578033321,0.9139795368670751,1167034.22,Germany,51.1638175,10.4478313
Homo Georgicus,2.03664944,Asia ,west,Georgia,savannah,822.79898,156.91911,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.5680754054341175,0.8482964643211521,2036649.4400000002,Georgia,32.3293809,-83.1137366
hominino Orrorin tugenencin,5.8727857,Africa,oriental,Kenya,forest,207.19065,121.02649,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light,0.14304819933163787,0.6542628463556751,5872785.699999999,Kenya,1.4419683,38.4313975
Homo Sapiens,0.50238679,Africa,oriental,Kenya,savannah,1120.76393,179.79667,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined,0.7737958351998502,0.9719713517220241,502386.79,Kenya,1.4419683,38.4313975
Homo Rudolfensis,3.06542651,Africa,oriental,Kenya,savannah,728.62571,130.0664,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined,0.5030564641900404,0.703132124869818,3065426.51,Kenya,1.4419683,38.4313975
Homo Erectus,1.03234136,Asia ,west,Indonesia,savannah,922.32045,160.13702,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.6367868413909892,0.8656923167160816,1032341.36,Indonesia,-2.4833826,117.8902853
Australopithecus Bahrelghazali,3.73208457,Africa,central,Republic of Chad,mixed,173.51988,119.12331,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light,0.11980128631403919,0.6439743552664335,3732084.57,Republic of Chad,15.6134137,19.0156172
Australopithecus Africanus,3.99396507,Africa,south,South Africa,forest-gallery,481.66994,103.35068,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light,0.33255370157474795,0.5587083461611961,3993965.07,South Africa,-28.8166236,24.991639
Homo Naledi,0.53674649,Africa,south,South Africa,jungle,468.93149,125.4302,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.32375884362736423,0.6780690712501173,536746.49,South Africa,-28.8166236,24.991639
Australopithecus Anamensis,4.89680457,Africa,oriental,Kenya,forest-gallery,439.7069,121.91303,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light,0.30358165428168,0.6590554350179437,4896804.569999999,Kenya,1.4419683,38.4313975
hominino Sahelanthropus tchadensis,7.01965961,Africa,central,Republic of Chad,mixed,19.92468,98.53037,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light,0.013756362057163768,0.5326500035544105,7019659.609999999,Republic of Chad,15.6134137,19.0156172
Australopithecus Afarensis,3.96262263,Africa,oriental,Kenya,mixed,478.37826,129.58067,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined,0.3302810657353606,0.7005062940094804,3962622.63,Kenya,1.4419683,38.4313975
Homo Sapiens,0.72717,Africa,oriental,Kenya,savannah,1336.28449,168.72052,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined,0.9225951561486778,0.9120942667494497,727170.0,Kenya,1.4419683,38.4313975
Australopithecus Sediba,2.50451148,Africa,south,South Africa,mixed,445.28754,104.58496,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light,0.30743462980503544,0.5653807989936288,2504511.48,South Africa,-28.8166236,24.991639
Homo Erectus,1.66012408,Asia ,west,Indonesia,savannah,968.31376,167.71426,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.6685414605149786,0.9066544780571241,1660124.0799999998,Indonesia,-2.4833826,117.8902853
Homo Floresiensis,0.47525927,Asia ,oriental,Indonesia,peninsular,209.49247,99.43066,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.14463741779388775,0.5375169239942708,475259.27,Indonesia,-2.4833826,117.8902853
Australopithecus Sediba,2.180208,Africa,south,South Africa,mixed,306.64593,103.25379,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light,0.21171393650666898,0.5581845639116787,2180208.0,South Africa,-28.8166236,24.991639
Homo Erectus,1.33002094,Asia ,west,Indonesia,savannah,950.83983,167.59057,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.6564771409052516,0.9059858164156461,1330020.94,Indonesia,-2.4833826,117.8902853
Australopithecus Garhi,2.60995349,Africa,oriental,Ethiopia,mixed,354.52248,110.48828,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light,0.24476877883527368,0.5972938367603887,2609953.49,Ethiopia,10.2116702,38.6521203
Homo Georgicus,1.99379371,Asia ,west,Georgia,savannah,768.36286,150.15891,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust,0.530491716476141,0.8117511782938235,1993793.71,Georgia,32.3293809,-83.1137366
Homo Floresiensis,0.94505568,Asia ,oriental,Indonesia,peninsular,392.61344,106.58605,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.2710674715553045,0.5761985863987984,945055.6799999999,Indonesia,-2.4833826,117.8902853
Homo Habilis,3.19467127,Africa,oriental,Ethiopia,savannah,610.9125,121.62736,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust,0.4217851195224747,0.6575111180066974,3194671.27,Ethiopia,10.2116702,38.6521203
Paranthropus Robustus,2.04873441,Africa,south,South Africa,jungle,442.99719,122.80545,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust,0.3058533304397445,0.6638798106512842,2048734.4099999997,South Africa,-28.8166236,24.991639
Homo Antecesor,1.60084611,Europa,west,Spain,savannah,1061.60025,163.07701,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light,0.7329481526918159,0.8815857481925891,1600846.11,Spain,39.3260685,-4.8379791
Homo Rodhesiensis,0.40345877,Africa,oriental,Ethiopia,savannah,1011.65131,152.3705,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust,0.6984624945526865,0.8237069176395795,403458.77,Ethiopia,10.2116702,38.6521203
hominino Sahelanthropus tchadensis,7.37625877,Africa,central,Republic of Chad,mixed,212.51902,98.34844,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light,0.14672700305117214,0.531666499532791,7376258.77,Republic of Chad,15.6134137,19.0156172
"Homo Neanderthalensis
",0.47728931,Europa,central,Germany,cold forest,1198.32118,152.48631,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust,0.8273427735274902,0.8243329804150633,477289.31,Germany,51.1638175,10.4478313
Homo Rodhesiensis,0.50447197,Africa,oriental,Ethiopia,savannah,995.91039,156.88259,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust,0.6875946766187047,0.8480990391198685,504471.97,Ethiopia,10.2116702,38.6521203
Homo Naledi,0.48768448,Africa,south,South Africa,jungle,459.24234,129.00286,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.31706927795172135,0.6973826835069138,487684.48,South Africa,-28.8166236,24.991639
Australopithecus Africanus,3.76402375,Africa,south,South Africa,forest-gallery,416.45076,101.16931,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light,0.2875251915484221,0.5469159745477181,3764023.75,South Africa,-28.8166236,24.991639
Homo Habilis,2.96150899,Africa,oriental,Ethiopia,savannah,732.18086,132.36732,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust,0.505511004517289,0.7155707775022847,2961508.99,Ethiopia,10.2116702,38.6521203
Homo Floresiensis,0.3688954,Asia ,oriental,Indonesia,peninsular,449.68254,106.8127,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.31046901787255954,0.5774238443908836,368895.39999999997,Indonesia,-2.4833826,117.8902853
Homo Naledi,0.21739689,Africa,south,South Africa,jungle,349.29474,139.76041,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light,0.24115945190100335,0.7555374336183439,217396.89,South Africa,-28.8166236,24.991639
