ean;libelle_produit;prix
4,66214E+12;bellevillois sauc.boeuf 550grs;7,05
3,01321E+12;veritable andouille vire 300g;5,16
3,56312E+12;10 trs andouille guemene 100g;3,65
7,57385E+12;andouillet troyes roy 180gx2;4,54
7,81261E+12;knacks alsace 4 pieces 240g;4,35
1,90532E+12;saucisse viennoise 4piec 240 g;4,63
9,58542E+12;saucisse francfort 240g;4,29
1,72485E+12;saucisse a croquer 300g kramer;4,98
9,35299E+12;cervelas 200g;1,89
4,82079E+12;knacki original 6p;1,56
2,94046E+12;knacki original 3x2p;2,19
2,95402E+12;knacki original -25% sel 4p;1,46
5,64311E+12;knackis sel reduit 10p 350g;2,26
1,96023E+12;knacki poulet 4p;1,49
6,27973E+12;knacki poulet 6p;2,06
7,76413E+12;knacki poulet -25% sel 10p;2,87
7,28688E+12;knacki poulet -sel 6p;2,11
5,35191E+12;saucisses wurst 250 gx2;4,46
1,40762E+12;des jbn cuit citterio 130g;2,95
6,37868E+12;des pancetta citterio 130g;2,95
4,09616E+12;aiguillet tr poulet 2x75g;3,45
1,82432E+12;eminces de bacon 2x75g +20%grt;2,69
1,28366E+12;emince boeuf grille 2x60g;3,69
7,66528E+12;eminces de poulet roti;2,89
9,70812E+12;eminces de poulet grille - 25;3,35
8,05247E+12;des de jambon - 25 % de sel 2;2,2
7,10767E+12;aiguillettes tranch{es de poul;3,79
2,26858E+12;des d'epaule 2 x 75 grs+20%gt;1,33
9,43452E+12;duo aiguillettes poulet & comt;3,96
9,11906E+12;eminces de bacon 2x75g    150g;2,75
1,53547E+12;allumette de jambon 2x75 grs;1,69
4,68368E+12;allumettes de bacon fumees 200;2,86
1,39789E+12;lard paysan tranches f.150grs;4,32
6,07144E+12;petales de jambon cru 100 g;2,69
3,09687E+12;allumette poumet fum{ 150g;3,69
4,33062E+12;lardon poulet nat halal 150 g;3,48
1,33264E+12;id lardon poulet nature 2x100g;3,96
9,85132E+11;id lardon poulet gout fume 2x1;3,96
5,03342E+12;id des dinde nature 2x100g;2,82
1,09238E+12;bacon crispy 55 g;3,36
7,12382E+12;allumettes sup fum{s 2x75g  ps;1,98
1,42202E+12;allumettes sup nature 2x75g  p;1,98
4,22482E+12;allumettes 2 x 75 gr + 33 % gt;1,98
5,7259E+12;all. 2 x 75 gr nature + 33 % g;1,98
1,38611E+12;lardons moins 25% sel 150g;2,12
1,4885E+12;allumettes fumees -sel 2x75g;2,02
7,89399E+12;gros lardons charcutier;2,25
3,85474E+12;lardons charcutier 2x75g;2,25
2,33206E+12;lardons nature;2,09
9,15969E+12;lardons nature x2;2,02
5,30577E+12;lardons fumes;2,16
8,79131E+12;lardons fumes x2;1,99
6,52134E+12;allumettes natures x2;2,04
6,64335E+12;allumettes fumes x2;1,94
4,68429E+12;rillettes du mans pur porc la;1,71
8,24816E+12;rillet.de porc roti en cocotte;2,45
8,41396E+12;rillettes pp sans graisse 220g;2,74
3,80995E+12;rillettes poulet roti 220g;2,86
2,54767E+12;rillettes plt roti cocotte110g;1,83
5,55616E+12;rillette poulet piment{ 200g;2,96
1,69101E+12;ter.fleuron 220g+10gtr 242grs;2,81
2,61116E+12;terrine de fleuron de canard ˜;2,96
7,80914E+12;terrine de fleuron cnd 242g;2,96
8,51657E+12;mousse foie  1 tranche 180g;1,87
1,63319E+12;mousse aux cepes champ noir180;1,83
5,86089E+12;mousse cnd au porto tsr 150g;1,92
1,36261E+12;terrine camp doree tsr 150 g;1,79
7,69589E+12;mousse de canard 2x50g;1,55
9,09143E+12;rillettes de tours 220g+10%gt;2,99
6,56032E+12;rillettes a l ancienne 220g;3,28
7,29375E+12;rillettes du mans porc lr 220g;3,34
2,76232E+12;rillettes du mans porc lr 110g;2,06
4,69413E+12;rillettes d oie 220 g;3,07
4,34501E+12;rillettes oie 110g;2,42
5,77676E+12;rillettes canard recet pur can;3,44
2,45076E+12;rillettes de poulet aux citron;2,19
2,17911E+11;terrine campagne l ancienn 160;2,3
1,5283E+12;terrine foie forestier 170g;2,4
9,43293E+12;mousse canard tranche 170g;2,61
2,13444E+12;rillettes de connerre de poule;3,4
6,46516E+12;pate camp echalotes 250g;3,95
7,89695E+12;pate camp poivre vert 250g;3,95
4,37474E+12;pate camp sel guerande 250g;3,95
2,55034E+12;veritable jamb persille 2x100g;3,05
8,97648E+11;pate tradition ardennes 200g;3,5
6,67717E+12;jambon de reims 200g;3,79
3,61125E+12;pate croute ardennes 500g;8,29
1,06952E+12;pate campagne catalan 250g;2,59
9,78181E+11;saucisson mezenc 250g;5,3
2,36353E+12;genereux cochonou 365g;5,45
2,49872E+12;saucisson sec 250g;3,97
1,10581E+12;max croc sec nature 200g;3,94
4,22868E+12;chorizo cesar moroni dx 200 g;3,39
7,73696E+12;chorizo cesar moroni fort 200g;3,49
7,55769E+12;chorizo extra fort 200g;3,39
4,31311E+12;saucisse fuet 175g;3,17
2,34465E+12;chorizo droit moroni 200 g;3,35
8,69577E+12;noix de jambon 200grs;4,98
7,14676E+12;saucisson sec p.porc mont.250g;4,97
6,72516E+12;le barou de montagne pp 180g;4,86
5,89954E+12;saucisse sche p.porc mont.250g;4,97
9,9151E+12;saucisson de savoie nature 250;4,27
3,89035E+12;saucisson de savoie fume 250g;3,89
8,17645E+12;saucisson de savoie aux noiset;4,46
7,07977E+12;saucisson de savoie au beaufor;4,34
1,26292E+12;saucisson de savoie au rebloch;4,19
8847551446;saucisson de savoie a la tomme;4,19
5,27337E+12;saucisson de savoie aux noix 2;4,19
4,94464E+12;saucisson sec pur porc lr 250g;5,97
3,26001E+12;saucisse seche courbe lr 300g;5,75
3,44142E+12;saucisson 100% jambon 200g;4,89
8,3541E+12;saucisson sec pp 300g auvergne;5,29
9,42475E+12;sse seche courbe pp 300g auver;4,99
2,33526E+12;saucisson montag.noir l.r.250g;4,8
1,90068E+12;saucisse seche pli label rouge;4,8
8,27761E+12;figatelli 260g;5,73
4,56706E+12;baton berger a croquer x4 160g;3,09
1,63029E+12;baton de berger le duo 250g;4,61
8,32376E+12;rosette lr aoste selection 300;6,49
2,30409E+12;baton berger/noisettes 250gr;4,75
3,82481E+12;baton berger gout equilibre225;4,98
1,7816E+12;le 1928 cochonou 250g;4,96
2,54365E+12;petit baton berger nat 100g;2,69
6,92233E+12;petit baton berger noix 100g;2,58
4,74261E+12;petit bb format aperitif 160g;4,09
3,96248E+12;saucisse courbe mezenc 250g;4,89
7,09092E+12;moroni fuet epice 175g;3,17
6,03788E+12;cochonou la tournee 350g;6,42
2,36809E+12;bb nature referm 260g jbridou;4,54
3,95633E+12;just.sech.nat.j.bridou 275g;4,54
3,56914E+12;saucisson saint agaune 120g;3,79
8,86819E+12;saucisson saint agaune 200g;4,46
3,60674E+11;saucisse la fine saint agaune;4,53
6,47691E+12;saucisson saint agaune 320g;6,83
5,47246E+12;les minis saint aga÷ne 75g;2,96
1,86238E+12;sp{cialit{ de chorizo doux sai;5,02
3,06749E+12;specialite de chorizo fort sai;5,02
1,86547E+12;rosette du charcutier 400g;7,18
4,7071E+12;sauci'crocq;3,36
1,83624E+12;saucisson de campagne lr.200g;5,65
9,65696E+12;saucisse de campagne l.r.200g;5,97
2,63548E+12;s. seche 100% porc 150g poivre;4,22
6,01764E+12;saucisse seche aux noisettes;4,57
8,74417E+12;saucisson sec 200 g;3,59
6,78311E+12;la bartavella saucisse cbe250g;4,94
1,79291E+12;le batelou saucisson pp 250g;5,22
2,78019E+11;saucisson le cigalou 250 g;4,75
5,25181E+12;mini jesus de lyon 400g;6,33
8,3707E+12;saucisson tunisien 500grs;10,6
5,88035E+12;saucisson artis.bride 300grs;7,39
1,56818E+12;saucisse sec maigre 220g+30g;4,97
4,59195E+12;saucisson sec anc vpf of spec;5,16
4,95959E+12;chorizo courbe fort au piment;5,8
5,82665E+12;saucisson sec artisanal au jam;5,96
8,02285E+12;krakover saucisson 250grs;5,3
2,66779E+12;fuet d'olot extra 170grs;2,94
3,89266E+12;canitas de fuet 60g;1,5
1,22628E+12;canitas poulet roti 55gr;1,56
5,61043E+12;canitas barbecue 60 gr;1,56
7,1927E+12;canitas chorizo fort 60gr;1,56
1,87109E+12;chorizo d'olot 150 gr.;2,67
5,28228E+12;chorizo dx 100% naturel 200g;4,99
2,64899E+12;chorizo piquant 100% nat200g;4,99
9,42803E+12;saucisson rustique (serrano);7,99
3,76348E+12;saucisson carre de filet;7,99
6,61333E+12;jambon baiona 650grs;11,99
3,52767E+12;fuet poivre noir 160 g;4,19
5,37547E+11;fuet fines herbes 160 g;4,19
5,57709E+12;saucisson pages 300 g;7,29
9,76753E+12;saucisson pages p noir 300 g;7,49
6,53678E+12;fuet extra nature 180grs;4,19
8,39092E+12;espetac extra 160g;2,19
1,06627E+12;espetac extra 300g;4,29
5,18725E+12;andros pomme nature 8x100g;1,67
3,45288E+12;andros pomme/cassis 4x100g;1,34
4,9157E+12;andros pomme allege 4x100g;1,69
9,0892E+12;andros pomme poire 4x100g;1,27
3,70156E+12;andros pomme rhubarbe 4x100g;1,24
6,82357E+12;andros pomme fraise 4x100g;1,24
9,52848E+12;andros pomme abricot 4x100g;1,26
4,0976E+12;andros pomme chataigne 4x100g;1,35
1,94726E+12;andros pomme framboise 4x100g;1,33
2,19401E+12;andros pomme morceaux 4x100g;1,64
8,34868E+12;andros pomme peche 4x100g;1,33
7,63943E+12;andros dessert panache 12x100g;3,49
6,40186E+11;c&a mousse framboise 4x48g;1,97
5,13169E+11;c&a mousse abricot 4x48g;1,97
6,0568E+12;c&a mousse citron 4x48g;1,97
5,3976E+12;mousse de mangue passion 4x48g;2,09
5,48263E+12;mousse de fraise 4x48g c&a;2,09
8,20526E+12;c&a ssa pomme pruneaux 4x100g;1,77
5,08887E+12;c&a ssa pomme fraise 4x100g;1,8
2,41679E+12;c&a ssa pomme poire 4x100g;1,72
6,97259E+12;c&a ssa pom pink lady 4x97g;1,72
5,96134E+12;c&a ssa pomme mangue 4x100g;1,73
5,35436E+12;c&a ssa pomme abricot 4x100g;1,66
4,68464E+12;ssa p/cerise 4x97g;1,8
7,74211E+12;c&a ssa pomme mirabelle 4x100g;1,72
8,37075E+12;c&a ssa pom bana vanil 4x100g;1,79
8,36101E+12;c&a ssa pomme kiwi 4x100g;1,81
7,89768E+12;c&a ssa pomme mure 4x100g;1,9
6,12384E+12;c&a ssa pom/myrtille 4x100g;1,81
6,15961E+12;andros pom/peche vigne 4x100g;1,63
8,13166E+12;andros pommes quetsches 4x100g;1,73
4,76457E+12;andros frai/fr.des bois 4x100g;1,85
7,80549E+11;andros delice framboise 4x100g;2,25
7,27295E+12;andros veloute fraise 4x97g;2,14
2,63527E+12;andros veloute abricot 4x97g;2,23
2,14332E+12;andros delice fraise 4x100g;2,39
4,64157E+12;andros abricot veloute 4x90g;2,53
3,70269E+12;andros fraise veloute 4x90g;2,53
7,75911E+12;danacol a boire nature 4x100g;2,62
1,35824E+12;activia cereales noix 4x125g;1,87
5,45457E+12;activia nature 0% 8x125g;2,88
1,68731E+12;danacol nature 4x125g;2,28
4,00618E+12;activia brasse nature 8x125g;2,6
4,92325E+12;actimel multifruits 6x100g;2,76
7,61554E+12;actimel gout fraise 10x100g;3,69
9,06354E+12;actimel gout fraise 6x100g;2,76
3,19519E+12;actimel nature 0% 10x100 gr;3,69
3,04308E+12;actimel nature 0% 6x100g;2,84
7,98002E+12;actimel nature 6x100g;2,76
6,97639E+11;actimel nature 10x100g;3,64
2,92727E+12;activia fruits 0% 12x125g;4,15
4,21281E+12;activia fruits panache 16x125g;4,98
2,94558E+12;activia cerise 4x125g;1,86
6,96599E+12;activia fraise 4x125g;1,86
2,88743E+12;activia figues 4x125g;1,86
6,23336E+12;activia mure/framboise 4x125g;1,86
6,54059E+12;activia pruneaux 4x125g;1,86
5,6521E+12;activia abricot 4x125g;1,86
9,849E+12;activia rhubarbe 4x125g;1,86
8,28306E+12;activia ananas 4x125g;1,86
3,66761E+12;activia mangue 4x125g;1,86
1,70977E+12;activia fruits kiwi 4x125g;1,96
6,31298E+12;activia abr/fr/man/kiwi 8x125g;3,24
19904684036;activia cramb/rhub/figu 8x125g;3,25
5,77187E+12;activia poire 4x125g;1,99
8,07326E+12;activia lit myrt/acai 4x125g;2,13
8,76688E+12;activia nature 4x125g;1,33
6,53793E+12;activia nature 16x125g;3,92
3,77166E+12;activia nature 12x125g;3,17
7,84354E+12;activia yrt sav citron 4x125g;1,6
2,8534E+12;activia yrt saveur coco 4x125g;1,6
9,74935E+12;activia saveur peche 4x125g;1,6
5,16399E+12;activia yrt vanille 4x125g;1,6
9,8329E+12;activia vanille 12x125g;3,62
5,36436E+11;activia fromg blc vanil.4x125g;1,82
8,84592E+12;activia frmg blc peche 4x125g;1,72
5,36191E+12;activia frmg blc fraise 4x125g;1,76
4,92129E+12;activia muesli 4x125g;1,86
9,88415E+12;sojasun nature 6x100g;1,75
2,65455E+12;sojasun nature 12x100g;3,15
1,04886E+12;sojasun velours abricot 2x100g;1,42
7,40091E+12;sojasun velours framb. 2x100g;1,42
1,45008E+12;sojasun framb./passion 4x100g;1,71
6,26158E+12;sojasun figues 4x100g;1,87
1,19278E+12;sojasun citron 4x100g;1,71
1,53002E+12;sojasun myrtilles 4x100g;1,87
1,567E+12;sojasun pomme poire 4x100g;1,87
1,87089E+12;sojasun mandar cit vert 4x100g;1,87
9,82789E+12;sojasun plaisir noi/ama.4x100g;1,76
5,90993E+12;sojasun plaisir choco 4x100g;1,53
7,00332E+12;sojasun plaisir vanille 4x100g;1,53
4,47451E+12;vrai fromage blanc vache 500g;2,22
4,0558E+12;vrai yrt brasse nature 500g;2,54
1,71603E+12;vrai yaourt nature 4x125g;1,69
9,53585E+12;vrai brasse abricot 4x100g;2,01
3,68085E+12;vrai brasse framboise 4x100g;2,01
8,2379E+12;vrai yrt brebis nature 2x125g;1,62
9,82856E+12;vrai yt brebis myrtille 2x125g;2,34
3,68727E+12;vrai yrt brebis chataig 2x125g;2,26
6,37234E+12;vrai y.lait chevre nat.2x125g;1,85
8,78131E+12;vrai fromage blanc brebis 400g;2,51
8,94249E+12;vrai fromage blanc chevre 400g;3,22
7,93533E+12;st hub.soja morc.abric.4x100g;1,97
8,90339E+12;st hub.soja choco.noir 4x100g;1,65
5,32989E+12;st hub.soja morc.fraise 4x100g;1,95
9,28778E+12;st hubert soja.nature 4x100g;1,53
8,00901E+12;lpps panache fruits rouges 6x1;2,75
3,39907E+12;m.morin mous.cho.noir bio 100g;2,1
1,44526E+12;vrai flan caramel 4x125g;2,52
4,91885E+12;les 2 vaches creme caram.4x95g;2,07
2,36824E+12;les2vach.yab peche/frai.6x100g;3,12
5,4152E+12;les 2 vaches vanille 115x4;1,8
4,23923E+12;les 2 vaches framboise 115x4;2,28
7,52913E+12;les 2 vaches p'tits miam natur;1,74
6,27661E+12;les 2 vaches p'tits miam vanil;1,95
6,05713E+12;les 2 vaches citron 4x115g;2,12
9,29669E+12;les 2 vaches nature 0% 4x115g;1,68
7,09368E+12;les 2 vaches flan bio 4x100g;2,05
5,31894E+12;les 2 vaches creme choco 4x95g;1,99
7,84425E+12;les 2 vaches myrtillle 4x115g;2,28
7,45354E+12;les 2 vaches nature 4x115g;1,68
2,98961E+12;life juice 100%grenade 6x120ml;5,98
1,99133E+11;yakult 7x65ml;3,85
2634091342;yt a la grecque citron  4 x 10;2,44
6,58516E+12;yt a la grecque coco  4 x 100g;2,44
7,10599E+12;sveltesse f&f choco noir 4x125;1,58
1,35116E+12;nestle yaourt grecque 4x150g;2,23
5,49186E+12;sveltesse f&f vanill.0% 8x125g;2,67
8,47973E+11;gervais petit suisse 40% 6x60g;1,37
5,77228E+12;gervais petit suisse 40% 12x60;2,37
7,93174E+12;jockey cottage cheese 2x200g;3,93
7,57865E+12;jockey from.blanc 3.3% 8x90g;2,22
2,06702E+12;taillef.from blc vanil 4x120g;2,12
5,80357E+12;taillefine fromage blanc 850g;2,26
7,56661E+12;gervais petit suisse 20% 6x60g;1,35
1,13719E+12;jockey fromage blanc 3,4% 1kg;2,28
8,37278E+12;taillefine nature 0% 12x125g;2,51
9,70965E+12;jockey stracciatella 4x120g;2,19
7,33304E+12;taillef.from blc coco 4x120g;2,19
8,12583E+12;taillef.from.blanc 0% 8x100ggr;2,38
5,05486E+12;danio myrtille 150g;1,02
6,07905E+12;danio peche 150g;1,01
6,48676E+12;danio 0% passion 150g;1,02
9,29791E+12;danio framboise 150g;1,02
6,77816E+12;danio 0% cerise 150g;1,01
3,52621E+12;taillef.fond chocolat 4x125g;1,65
4,55536E+12;taillef.fondant vanille 4x125g;1,65
8,7071E+12;taillef.fondant cafe 4x125g;1,65
2,50744E+12;taillef.fondant caramel 4x125g;1,65
4,50871E+12;danone nature 4x125g;0,92
1,65332E+12;danone nature 12x125g;2,22
6,19704E+11;danone nature 16x125g;2,55
8,11158E+12;taillef.mousse chocolat 4x60g;2,04
9,9684E+12;veloute nature 16x125g;3,65
3,78542E+12;veloute nature 4x125g;1,35
3,00332E+12;veloute nature 8x125g;2,15
9,57523E+12;taillefine yog fr.rouge 8x125g;2,7
7,67096E+11;taillefine yog fr.jaune 8x125g;2,73
3,06061E+12;taillefine fruits 16x125g;4,35
7,8427E+12;taillefine plus 0% citron 145g;1
7,53027E+12;taillefine plus 0% ananas 145g;1
1,74442E+12;taillefine plus 0% framb.145g;1,01
2,47508E+11;taillef.plus 0% sav.vanil.145g;1,01
1,62078E+12;taillef.plus 0% frts rges 145g;1
4,72687E+12;danio kiwi 150g;1
8,78192E+12;danio poire 150g;1
1,0416E+12;danio fraise 150g;0,99
9,44537E+12;taillefine pruneaux 0% 4x125g;1,54
8,6651E+12;taillefine ananas 0% 4x125g;1,54
1,30318E+12;taillef.pamplemousse 0% 4x125g;1,58
7,32581E+12;taillefine brass.nature 8x125g;2,25
2,22868E+12;danio vanille 150g;1,05
2,06532E+12;danio fruits;0,97
8,07383E+12;m.nova y.nature sucre 4x125 gr;0,9
9,56351E+11;rians faisselle 6% 1kg;3,09
6,7989E+12;rians faisselle 6% 500g;2,25
6,31547E+12;rians faisselle 0% 1kg;3,09
7,56589E+11;rians faisselle 6% 4x100g;2,25
8,32123E+11;rians faisselle 0% 4x100g;2,29
3,03818E+12;rians faiss.framboise 2x120g;2,09
4,14544E+12;rians faiss.0% fr.rouge 2x100g;2,17
3,555E+12;rians faiss. mure myrt. 2x120g;2,12
4,09202E+12;rians yrt lait chevre 2x120g;1,62
6,83806E+12;rians coulis fraises 170g;3,45
1,66404E+12;rians coulis framboise 170g;3,47
4,28379E+12;fr.blanc battu nat.0% 500g;2,07
5,9951E+12;bibeleskaes nature 1kg;2,88
8,88636E+12;bibeleskaes nature 40% 500 gr;1,98
9,33701E+12;fromage blanc vanille 4x125g;2,97
2,90726E+11;fr.blanc battu nature 20% 250g;1,27
3,70026E+11;bibeleskaes fin.herbes 2x125gr;2,04
2,37897E+12;bibeleskaes rhubarbe 4x125g;2,85
9,58994E+12;bibeleskaes fraise 4x125g;2,85
7,66162E+12;bibeleskaes quetsches 4x125g;2,85
8,09853E+11;bibeleskaes myrtille 4x125 gr;2,86
3,56171E+11;bibelskaes mirabelle 4x125g;2,85
5,48212E+12;y.nature pot carton 4x125 gr;1,82
4,20915E+12;y.vanille pot carton 4x125g;2
1,41918E+12;y.citron pot carton 4x125g;2
4,54207E+12;brasse nature savoie 6x125g;2,45
8,29901E+12;f.frais nat.sucre 40% 4x100 gr;1,75
6,96694E+12;malo fro.frais nat.0% 4x100g;1,51
6,71341E+12;malo fro.frais nat.20% 4x100g;1,49
3,63857E+12;malo yaourt nature 4x125g;1,57
7,98432E+12;y.nature sucre 4x125 gr malo;1,62
1,00783E+12;y.nature maigre 4x125 gr malo;1,62
9,88005E+11;pt basque yt grec brebis 2x150;2,35
1,12411E+12;pt basque from blanc 0% 4x80g;2,75
5,59822E+12;yaourt brebis vanille 2x125g;1,64
6,69218E+12;pt basque yrt nature 0% 2x125g;1,58
8,83785E+12;pt basque yt vanille 0% 2x125g;1,55
75728022087;faisselle 6% bressane 6x100g;2,98
8,11273E+12;faisselle au lait pasteuris{ 4;2,79
8,86025E+12;calin + nature 8x125g;2,75
4,31769E+12;ffr p.yopl.0% 60gx12 nature;2,18
8,13333E+12;pt yoplait nature 20% 6x60g;1,35
6,60286E+12;pt yoplait nature 20% 12x60g;2,15
6,73664E+12;calin fromage blanc 0% 900g;2,25
2,59602E+12;calin fromage blanc nat. 900g;1,87
9,43588E+12;calin fromage blanc nat. 450g;1,56
1,25621E+12;calin fromage blanc 0% 8x100g;2,49
5,20422E+12;calin fromage blanc nat.8x100g;2,45
5,5729E+12;yoplait yaourt sucre 16x125g;2,7
2,49552E+12;panier 0% fruit jaunes 8x125g;2,55
4,70518E+12;panier 0% fruit rouges 8x125g;2,59
5,72353E+11;panier 0% frts panache 12x125g;3,73
2,42113E+12;yopa 0% mg coco 4x100g;2,06
6,97617E+12;ray yopa sur lit de caramel 14;1,74
5,27317E+12;ray yopa sur lit de citron 140;1,74
4,29898E+12;ray yopa sur lit de graines pe;2,39
5,91508E+12;ray yopa sur lit de muesli abr;1,91
1,544E+12;ray yopa sur lit de graines fr;1,91
2,39145E+12;ray yopa sur lit de graines po;1,91
2,74626E+12;faisselle chevre 4x100g f.drom;2,99
5,29393E+12;faisselle 20% 1kg from.drome;2,89
9,01893E+12;faisselle 40% 4x100g f.drome;1,69
9,79483E+12;faisselle 20% 6x100g f.drome;2,39
6,59326E+12;yaourt nature lpv 2x125g;1,99
1,6909E+12;gourmand ultra fraise / fraise;1,89
2,87933E+12;gourmand ultra peche du roussi;1,89
1,01965E+12;coulis framb. groseille 200g;2,67
3,41742E+12;coulis abricot mangue 200g;2,56
5,20603E+12;coulis chataigne 200g;2,9
9,52555E+12;fromage blanc au lait pasteuri;2,91
1,72172E+12;yaourt nature au lait entier d;2,71
5,13677E+12;mavrommatis yaourt grec 200g;1,3
4,08865E+12;yaourt fermier nature 2x125 gr;1,39
2,64161E+12;m&a yaourt vanille pot 1kg;4,28
4,12133E+12;m&a yaourt noisette pot 500g;3,26
9,47187E+12;m&a yaourt vanille mure 500g;3,45
3397732791;m&a yaourt vanille abricot 500;3,45
5,53831E+12;yaourt a boire nature 185ml;1,75
4,7945E+12;yaourt nature 2x125g;1,85
7,22273E+12;i grec yaourt abr vanille 125g;1,3
1,11221E+12;i grec mangue passion 125g;1,3
2,56145E+12;i grec yaourt myrtille 125g;1,3
9,34482E+12;i grec yaourt nature 125g;1,3
4,54231E+12;i grec yaourt pomme 125g;1,3
2,35098E+12;i grec yaourt fruits rges 125g;1,3
3,15553E+12;cot.cheese 250g longley farm;1,98
9,45656E+12;fage yaourt grec 170g;1,54
8,65983E+11;fage yaourt grec 0% 170g;1,59
8,63103E+12;fage yaourt grec 0% 500g;3,95
8,0172E+12;fruyo 0% vanille 170g;1,72
7,63347E+12;fruyo 0% ananas 170g;1,72
6,66049E+11;fruyo 0% myrtilles 170g;1,72
2,03242E+12;fruyo 0% citron 170g;1,72
2,62915E+12;fruyo 0%  straciatella 170g;1,72
9,00265E+12;fruyo 0%  banane 170g;1,72
9,72062E+12;fage yaourt grec 500g;3,85
9,76956E+12;sveltesse f&f chocolat 4x125g;1,58
8,33677E+12;sveltesse f&f pistache 4x125g;1,62
7,3716E+12;laitiere pot verre vani.4x125g;1,78
4,98166E+12;laitiere pot verre vani.8x125g;2,85
5,81078E+12;laitiere pot verre frai.4x125g;1,98
1,02174E+12;laitiere pot verre citr.4x125g;1,9
3,21668E+12;ll neige de lait fraise 4x90g;2,01
3,94785E+12;la laitiere neige de lait coco;2,01
8,07508E+12;petit nesquik 6 x60g;1,94
8,53408E+12;ll neige de lait nature 4x90g;2,01
3,15144E+12;nesquik a boire 4x90g;2,05
7,31056E+12;laitiere pot verre nat.8x125g;2,79
2,22872E+12;laitiere pot verre nat.4x125g;1,57
8,3712E+12;flanby vanille/caramel 4x100g;1,03
3,42109E+12;ptite danette choco/lait 6x70g;1,67
4,87948E+12;gervita nature 4x100g;1,84
9,06785E+12;gervais fraise/fram/abr.6x100g;2,91
2,97088E+12;fjord nature 4x125g;2,09
9,40286E+11;gervita fraise melba 4x100g;2,4
6,01956E+12;gervita nature 8x100g;3,38
2,26118E+12;fjord nature 8x125g;3,32
8,4854E+12;pt gervais frai/fram/abr.6x50g;1,72
2,58385E+12;petit gervais fruits 18x50g;2,85
4,19072E+12;petit gervais fruits 24x50g;3,37
3,80877E+12;petit gervais fruits 12x50g;2,01
9,95818E+12;gervais paille 6x100g;2,95
5,90253E+12;gervais bicouche agrum.2x115g;1,49
1,7305E+12;gervais bicouche fraise 2x115g;1,49
5,77105E+12;gervais bicouche framb.2x115g;1,49
7,22831E+12;gervais bicouche myrt.2x115g;1,49
7,78001E+12;gervais bi-couche vanil.2x115g;1,49
3,94332E+12;recette cremeuse fruits 16x125;4,25
7,67019E+11;danette pop choc magics 4x120g;2,98
6,88094E+12;dan.pop vanil.bill.cara 4x120g;2,98
1,95758E+12;danette pop 3 choc.4x117g;2,98
1,39409E+12;gervais saveur fraise 6x100g;2,83
9,14436E+12;gervais a boire panache 6x100g;2,75
1,1528E+12;veloute fruix fraise 4x125g;1,65
6,4996E+12;veloute fruix panache 16x125g;3,65
7,90602E+12;veloute fruix fr.jaunes 8x125g;2,71
